Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,new_tweet
Cagub Lampung dan Keberpihakan Pertanian,0,0,0,0,0,0,0,0,0,0,0,0,cagub lampung dan keberpihakan pertanian
USER Najis slek gara gara majalah gaul',0,1,0,0,0,0,0,0,0,0,0,0,user najis bermusuhan gara gara majalah gaul
Gubernur rasa presiden,0,0,0,0,0,0,0,0,0,0,0,0,gubernur rasa presiden
USER Jika presiden Jokowi tidak memenuhi ke butuhkan rakyat yg masih belum sampai 1periode.lalu presiden yg mana yg bisa memenuhi ke butuhan rakyat....?,0,0,0,0,0,0,0,0,0,0,0,0,user jika presiden jokowi tidak memenuhi ke butuhkan rakyat yang masih belum sampai satu periode lalu presiden yang mana yang bisa memenuhi ke butuhkan rakyat
"SEMUA ULAMA, KIYAYI, USTADZ, GURU MENGAJI, IMAM, KHATIB FAN DA'I ITU ADALAH BANGSAT TUKANG TIPU...",1,1,0,1,1,0,0,0,0,0,1,0,semua ulama kiyayi ustadz guru mengaji imam khatib fan da itu adalah bangsat tukang tipu
USER USER - Kalo kalian punya uang sebanyak itu Knp ga bantu pemerintah ?\n- Knp ga beli saham freeport ?\nKalianlah Yg sebenarnya antek aseng asing anti INDONESIA..',1,0,0,1,0,0,0,0,1,0,1,0,user user kalo kalian punya uang sebanyak itu knp tidak bantu pemerintah knp tidak beli saham freeport nkalianlah yg sebenarnya antek asing asing anti indonesia
"AB: suka tiba-tiba ngomong kasar, masi susah mengontrol emosi.",0,0,0,0,0,0,0,0,0,0,0,0,ab suka tiba tiba berbicara kasar masih susah mengontrol emosi
"Azan di TV tak layak tonton, menyerukan nyembah2 Allah SWT dungu & biadab, smua acara Islam tak layak tonton, MENIPU",1,1,0,1,1,0,0,0,0,0,1,0,azan di tv tak layak tonton menyerukan menyembah nyembah allah swt dungu biadab semua acara islam tak layak tonton menipu
PROFESI APA YANG COCOK SAMA AYAM?\n\npecun',0,1,0,0,0,0,0,0,0,0,0,0,profesi apa yang cocok sama ayam pecun
RT USER: CENGENG LU TAI URL,1,1,1,0,0,0,0,0,1,1,0,0,  user cengeng lu tai url
"USER Dia bodoh gila, pi baca tweet2 dia semua masalah sial'",1,1,1,0,0,0,1,0,0,1,0,0,user dia bodoh gila pi baca tweet tweet dia semua masalah sial
"Pendukung Jokowi : 3. Klo dia Pribumi berarti dia jongos cina, pengkhianat Bangsa. 4. Komunis",1,1,0,1,0,1,0,0,0,0,1,0,pendukung jokowi 3 klo dia pribumi berarti dia jongos cina penghianat bangsa 4 komunis
Setuju! Bubarkan KPK! Angkat USER jadi Ketua Badan Pemberantasan Korupsi berikutnya!!! URL,1,0,0,1,0,0,0,0,1,0,0,1,setuju bubarkan kpk angkat user jadi ketua badan pemberantasan korupsi berikutnya url
Tawuran itu bukan budaya bangsa INDONESIA,0,0,0,0,0,0,0,0,0,0,0,0,tawuran itu bukan budaya bangsa indonesia
Sylvi keliatan bloonnya #DebatFinalPilkadaJKT,1,1,1,0,0,0,0,0,1,1,0,0,sylvi kelihatan beloonnya debatfinalpilkadajkt
USER USER USER USER Halah bacot kau anti aseng tapi ngimpor juga dari cina. wakakakak jilat pantat.',1,1,1,0,0,0,0,0,1,1,0,0,user user user user halah bacot kamu anti asing tapi mengimpor juga dari cina wkwk jilat pantat
RT USER: Jaga gf nie ibarat kita jaga kebun. Kena tengok selalu kalau tk tengok takut nanti tiba tiba tersodok dek babi. You know b\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0,  user jaga gf nih ibarat kita jaga kebun kena tengok selalu kalau tk tengok takut nanti tiba tiba tersodok dek babi you know xe2 x80 xa6
"USER USER Kan udah biasa ?\nKecuali kl dr kontra Jokowi, jgnkan baliho yg MEMBUNUH...\nKentutnya aja kl kecium&amp;nyenggol idung cebong bs PIRAL sebulan penuh \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",1,1,1,0,0,0,0,0,1,1,0,0,user user kan sudah biasa nkecuali kalau dari kontra jokowi jangankan baliho yang membunuh nkentutnya saja kalau kecium amp menyenggol hidung cebong bisa piral sebulan penuh xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82
beneran sinting itu orang huf',1,1,1,0,0,0,1,0,0,1,0,0,benaran sinting itu orang duh
Bahas kucing jilatin titit kenapa kamu gembira banget? Dasar mesoom USER',0,1,0,0,0,0,0,0,0,0,0,0,bahas kucing jilati titit kenapa kamu gembira banget dasar mesum user
USER USER woy goblog gw ngakak=))',0,1,0,0,0,0,0,0,0,0,0,0,user user oi goblok gue tertawa
#lawangsewu merupakan landmark Kota Semarang yang paling dikenal para turis baik lokal maupun asing',0,0,0,0,0,0,0,0,0,0,0,0,lawang sewu merupakan landmark kota semarang yang paling dikenal para turis baik lokal maupun asing
USER Rezim anti islam ... benar kan ! Gak bs dipungkiri lg ..,1,0,1,0,1,0,0,0,0,1,0,0,user rezim anti islam benar kan gak bisa dipungkiri lagi
Boleh bodo tgk taik manusia ni \xf0\x9f\x98\x86 URL,1,1,1,0,0,0,0,0,1,1,0,0,boleh bodoh tegak tai manusia nih xf0 x9f x98 x86 url
USER pasti ini ulah pasukan nasi kotak.. hmm',0,0,0,0,0,0,0,0,0,0,0,0,user pasti ini ulah pasukan nasi kotak hem
Fadli Zon: Bab Tentang King Maker Sudah Tertutup â?? FAJAR â?? USER,0,0,0,0,0,0,0,0,0,0,0,0,fadli zon bab tentang king maker sudah tertutup fajar user
"USER &lt; kalau mau lebih pusing sih da vinci code dan antek anteknya. Tapi gak apa apa, The Red Sparrow juga asik. &gt;'",0,0,0,0,0,0,0,0,0,0,0,0,user lt kalau mau lebih pusing sih dan vinci code dan antek anteknya tapi tidak apa apa the red sparrow juga asyik begitu
"USER Menyerah sebelum berperang, cupu!'",1,1,1,0,0,0,0,0,1,1,0,0,user menyerah sebelum berperang cupu
"USER USER USER USER USER USER USER Wanita tulen pastinya \xf0\x9f\x98\x8d \xf0\x9f\x92\x83\xf0\x9f\x92\x83\nSoalnya ska bka YT, kan pernah trending di YT tuh ttng transgender \xf0\x9f\x99\x8a jdi tau wkw",0,0,0,0,0,0,0,0,0,0,0,0,user user user user user user user wanita tulen pastinya xf0 x9f x98 x8d xf0 x9f x92 x83 xf0 x9f x92 x83 nsoalnya suka buka yt kan pernah mengetren di yt itu tentang transgender xf0 x9f x99 x8a jadi tau wkwk
"hm tercyduk kan luh, bangsad.'",1,1,1,0,0,0,0,0,1,1,0,0,hem terciduk kan kamu bangsat
USER USER USER Ucapan yang gak penting untuk di dengar... Bikin indonesia gak maju...,1,0,1,0,0,0,0,0,1,1,0,0,user user user ucapan yang tidak penting untuk di dengar bikin indonesia tidak maju
USER Enak ga di bom balik?',0,0,0,0,0,0,0,0,0,0,0,0,user enak tidak di bom balik
USER USER Eh bencong gak usah fitnah fitnah luh ya',1,1,1,0,0,0,0,1,0,1,0,0,user user eh bencong tidak usah fitnah fitnah kamu ya
USER USER USER Liat onta dinamani langsung nyerbu tempat wisatanya sekaliaan pengen wisata gratisss hhhh',0,0,0,0,0,0,0,0,0,0,0,0,user user user liat onta dinamai langsung menyerbu tempat wisatanya sekalian ingin wisata gratis hhhh
USER Goblok:(',1,1,1,0,0,0,0,0,1,1,0,0,user goblok
"USER Termasuk yg harus dinusantarakan perkebunan sawit. Pengelolaan lahan oleh asing. Freefort. Newmont, indosat, dan saham saham yg pemiliknya 50% asing'",0,0,0,0,0,0,0,0,0,0,0,0,user termasuk yang harus dinusantarakan perkebunan sawit pengelolaan lahan oleh asing freefort newmont indosat dan saham saham yang pemiliknya 50 asing
"Usir dubes Myanmar dari Indonesia, tanah air negeri ini haram untuk mereka. Dan teruntuk saudaraku ummat Budha... URL",1,0,0,1,1,1,0,0,0,0,0,1,usir duta besar myanmar dari indonesia tanah air negeri ini haram untuk mereka dan teruntuk saudaraku umat budha url
RT USER Putra Daerah pada kemana? masa Siliwangi mau di ganti Ondel Ondel pak USER serius....,1,0,1,0,0,0,0,0,1,1,0,0,  user putra daerah pada kemana masa siliwangi mau di ganti ondel ondel pak user serius
"Jelang pilkada, ini yang jadi perhatian Gubernur Kalteng",0,0,0,0,0,0,0,0,0,0,0,0,jelang pilihan kepala daerah ini yang jadi perhatian gubernur kalteng
USER USER Banyak kacung kacung yg mulai menampakan diri membela majikanya yg china keparat utk tidak di proses hukum...kacung pada cari muka',1,1,0,1,0,1,0,0,0,0,1,0,user user banyak kacung kacung yang mulai menampakkan diri membela majikannya yang cina keparat untuk tidak di proses hukum kacung pada cari muka
"USER USER USER USER USER Lah iya juga, perlu lah itu diselidik\nJarang ada yg ""sengaja follow"" akun tuyul tnpa alasan \xf0\x9f\x98\x81'",0,1,0,0,0,0,0,0,0,0,0,0,user user user user user lah iya juga perlu lah itu diselidik njarang ada yang sengaja follow akun tuyul tanpa alasan xf0 x9f x98 x81
Guru Privat di Jakut TK SD SMP SMA UN Simak UI SBMPTN - Matematika Fisika Kimia Biologi Akuntansi Ekonomi...,0,0,0,0,0,0,0,0,0,0,0,0,guru privat di jakut tk sd smp sma un simak ui sbmptn matematika fisika kimia biologi akuntansi ekonomi
"Saya pribumi, Kristen dan mendukung Ahok. Tapi saya paling anti dengan manusia2 bodoh dan goblok seperti Steven Hadisurya Sulistyo.",1,1,1,0,0,0,0,0,1,1,0,0,saya pribumi kristen dan mendukung ahok tapi saya paling anti dengan manusia manusia bodoh dan goblok seperti steven hadisurya sulistyo
USER renjun yang dari cina bukan sih?',0,0,0,0,0,0,0,0,0,0,0,0,user renjun yang dari cina bukan sih
"USER USER Klo menganggapnya gak enak/haram, brarti dia kafir. Fix!'",1,0,1,0,0,0,0,0,1,1,0,0,user user klo menganggapnya tidak enak haram berarti dia kafir fix
Penyelenggaraan pameran Adiwastra Nusantara membuktikan kehadirannya sebagai penggiat produk budaya kreasi Indonesia diterima dan secara konsisten berupaya mengangkat sekaligus...,0,0,0,0,0,0,0,0,0,0,0,0,penyelenggaraan pameran adiwastra nusantara membuktikan kehadirannya sebagai penggiat produk budaya kreasi indonesia diterima dan secara konsisten berupaya mengangkat sekaligus
RT USER Goreng trs zon...yg penting demi naikin nilai prabowo apapun hajar saja...tabrak saja ...,1,0,1,0,0,0,0,0,1,1,0,0,  user goreng terus zon yang penting demi naikan nilai prabowo apapun hajar saja tabrak saja
"Momentum Pembacaan Dukungan Kiai / Ulama Lampung ke Panglima Santri USER , Senin 9 April; ; #JokowiCakImin; #PoskoJOIN; ; USER USER USER USER USER",0,0,0,0,0,0,0,0,0,0,0,0,momentum pembacaan dukungan kiai ulama lampung ke panglima santri user senin 9 april jokowicakimin poskojoin user user user user user
Panwaslu Garut Terima Puluhan Aduan Pelanggaran Pilkada,0,0,0,0,0,0,0,0,0,0,0,0,panwaslu garut terima puluhan aduan pelanggaran pilkada
bisa ga sih aku gak geblek sehari aja hjshshshhshh',0,1,0,0,0,0,0,0,0,0,0,0,bisa tidak sih aku tidak geblek sehari saja haha
"#Pemimpinkafir kepada ulama saja berani menghardik, apalagi kepada Anda rakyat biasa. #tolakpemimpinkafir #stopkriminalisasiulama",1,0,1,0,1,0,0,0,0,1,0,0,pemimpinkafir kepada ulama saja berani menghardik apalagi kepada anda rakyat biasa tolak pemimpin kafir stop kriminalisasi ulama
"Fiksi, fakta, realita, fiktif, apapun istilah narasi Indonesia, tetap sj bhw kebenaran AlQuran itu lebih benar drpd 1+1=2.; Kebenaran itu telah ditantang oleh Allah utk menirunya, walau 1 surat. ; Tak mampu membuat? ; Walau ajak semua ahli? ; Maka beriman",0,0,0,0,0,0,0,0,0,0,0,0,fiksi fakta realita fiktif apapun istilah narasi indonesia tetap saja bahwa kebenaran alquran itu lebih benar daripada 1 1 2 kebenaran itu telah ditantang oleh allah untuk menirunya walau 1 surat tak mampu membuat walau ajak semua ahli maka beriman
"USER 99woojinn manggil gua bodohie\nw_oojinprk manggil gua bodoh\nParjin manggil gua bego\n\nBesok2 autis gua :"")'",0,1,0,0,0,0,0,0,0,0,0,0,user 99woojinn memanggil gue bodohi nw oojinprk memanggil gue bodoh nparjin memanggil gue bego nbesok2 autis gue
"USER Mahasiswa zaman old bersusah payah menurunkan rezim soeharto, sedangkan mahasiswa zaman now berusaha paid promote tiap saat \n\xf0\x9f\x98\xb3\xf0\x9f\x98\x91'",0,0,0,0,0,0,0,0,0,0,0,0,user mahasiswa zaman old bersusah payah menurunkan rezim soeharto sedangkan mahasiswa zaman now berusaha paid mempromosikan tiap saat xf0 x9f x98 xb3 xf0 x9f x98 x91
"USER USER Nah betul, klao sy si fair baik soeharto maupun soekarno memang pernah ada sala ketika mereka terlalu dengerin org yg muja2 mereka. Kalau soekarno terlalu dengerin pki, soeharto dengerin golkar'",0,0,0,0,0,0,0,0,0,0,0,0,user user nah betul kalau saya sih fair baik soeharto maupun soekarno memang pernah ada sala ketika mereka terlalu dengarkan orang yang memuja mereka kalau soekarno terlalu dengarkan partai komunis indonesia soeharto dengarkan golkar
"USER Termasuk gengsi munafik pura,2 ga pdhl misi ny sama tapi gengsi ... akhirnya Bilang ke paksa padahal luar biasa Ahok Jarot'",0,0,0,0,0,0,0,0,0,0,0,0,user termasuk gengsi munafik pura 2 tidak padahal misi nya sama tapi gengsi akhirnya bilang ke paksa padahal luar biasa ahok jarot
"Jika disuruh membuat sistem keamanan, mungkin aku akan membuat dengan algoritma seperti hatimu. Kerena hatimu susah ditembus.",0,0,0,0,0,0,0,0,0,0,0,0,jika disuruh membuat sistem keamanan mungkin aku akan membuat dengan algoritma seperti hatimu kerena hatimu susah ditembus
senja di plantaran rindu..\nsendu... mngapa menjadi bisu... \njejaku kini terkikis ombak... biarlah... krn bekas kan mnjadi candu... mnyusahkanmu mnghapus rindu... rindu dibatas jinggamu...',0,0,0,0,0,0,0,0,0,0,0,0,senja di lantaran rindu sendu mengapa menjadi bisu jejakku kini terkikis ombak biarlah karena bekas kan menjadi candu menyusahkanmu menghapus rindu rindu di batas jinggamu
"Berencana Terbitkan Dua Pergub, Pemprov Tegaskan Rumah DP 0 Rupiah Tidak Boleh Dijual -",0,0,0,0,0,0,0,0,0,0,0,0,berencana terbitkan dua pergub pemprov tegaskan rumah dp 0 rupiah tidak boleh dijual
USER USER USER USER USER USER USER USER Langsung ga main twitter si bani bokep itu dr kemaren. Hobi kritik presiden tp gaweannya cuma coli sambil ngebokep ya om. Miris \xf0\x9f\x98\x82\xf,1,1,1,0,0,0,0,1,0,1,0,0,user user user user user user user user langsung tidak main twitter sih bani bokep itu dari kemarin hobi kritik presiden tetapi pekerjaannya cuma coli sambil menonton bokep ya om miris xf0 x9f x98 x82 xf
"KPR untuk PNS, dan Anggota TNI/Polri akan Potong Gaji Bulanan",0,0,0,0,0,0,0,0,0,0,0,0,kpr untuk pns dan anggota tni polri akan potong gaji bulanan
"USER Iya, karena 'tuna' sendiri artinya cacat. Jadi terbilang kasar buat mereka. Makanya lebih milih disebut teman tuli.""",0,0,0,0,0,0,0,0,0,0,0,0,user iya karena tuna sendiri artinya cacat jadi terbilang kasar buat mereka makanya lebih memilih disebut teman tuli
USER AUTIS GARA2 GIGI GINGSUL PWJ \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,1,0,0,0,0,0,0,0,0,0,0,user autis gara2 gigi gingsul pwj xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82
USER Temen setim yg ngejer buat kill musuh sampe mampus padahal tower tim udh gundul',0,1,0,0,0,0,0,0,0,0,0,0,user temen satu tim yang mengejar buat kill musuh sampai mampus padahal tower tim sudah gundul
Ø§Ù?Ø­Ù? Ø¨Ù?Ø§ Ù?Ø¸Ø§Ù? Ù?ØºÙ?Ø¨Ù? Ø§Ù?Ø¨Ø§Ø·Ù? Ø¨Ù?Ø¸Ø§Ù?; ; Kebenaran yang diusung secara kacau akan dikalahkan kebatilan yang berlangsung secara sistematis (terorganisir).; ; Mari membangun Jawa Tengah lebih baik.; ; TAJ YASIN MAIMOEN; (Calon Wakil Gubernur Jawa Tengah 2018-2023,0,0,0,0,0,0,0,0,0,0,0,0,kebenaran yang diusung secara kacau akan dikalahkan kebatilan yang berlangsung secara sistematis terorganisir mari membangun jawa tengah lebih baik taj yasin maimoen calon wakil gubernur jawa tengah 2018 2023
Jilatin memek aku donk mau ?',0,1,0,0,0,0,0,0,0,0,0,0,jilatin memek aku dong mau
RT USER: #RETWEET \nGadis medan kulum/ngemut kontol enak punya pacar..\n\n#horny #memek #colmek #colokmemek #jembut #memekbecek #n\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0,  user retweet ngadis medan kulum mengemut kontol enak punya pacar horny memek colok memek colok memek jembut memek becek xe2 x80 xa6
"""Umat Islam RI Harus Bersatu Dalam Sikap dan Tindakan Utk Mengalahkan Proxy Asing dan Memenangkan Perang Asymetric Konspirasi Global -Cukong"" by USER - Chirpstory",0,0,0,0,0,0,0,0,0,0,0,0,umat islam ri harus bersatu dalam sikap dan tindakan utk mengalahkan proxy asing dan memenangkan perang asymetric konspirasi global cukong by user chirpstory
USER bhahahahahahaa geblek ini. punya duit tapi giting salah beli produk keknya.',0,1,0,0,0,0,0,0,0,0,0,0,user haha geblek ini punya duit tapi ginting salah beli produk sepertinya
"Jokowi, Presiden Muslim dari Kalangan Pinggiran",0,0,0,0,0,0,0,0,0,0,0,0,jokowi presiden muslim dari kalangan pinggiran
Program Studi Terbaru di UNP; 1. Pendidikan Tari ( S1 ); 2. Pendidikan Agama Islam ( S1 ); 3. Teknik Sipil ( S1 ); 4. Teknik Mesin ( S1 ); 5. Statistika ( S1 ); 6. Teknologi Penginderaan Jauh ( D3 ); 7. Keperawatan ( D3 ),0,0,0,0,0,0,0,0,0,0,0,0,program studi terbaru di unp 1 pendidikan tari s1 2 pendidikan agama islam s1 3 teknik sipil s1 4 teknik mesin s1 5 statistika s1 6 teknologi penginderaan jauh d3 7 keperawatan d3
Bbeuh...beda kelas.!,0,0,0,0,0,0,0,0,0,0,0,0,bbeuh beda kelas
"55 Kreasi Kreatif dari Botol Plastik Bekas ï¿½ï¿½ï¿½ Iva Hardiana | Sinopsis: Rp75.000,00 #bukugpu",0,0,0,0,0,0,0,0,0,0,0,0,55 kreasi kreatif dari botol plastik bekas iva hardiana sinopsis rp75 000 00 buku gpu
USER Cuma antek antek asing yg bela polisi asing... Hidup POLRI maju terus',0,0,0,0,0,0,0,0,0,0,0,0,user cuma antek antek asing yang bela polisi asing hidup polri maju terus
Gw ngebacanya bajingan coba',0,1,0,0,0,0,0,0,0,0,0,0,gw membacanya bajingan coba
"Janganlah berlebihan dalam hal apapun: Jangan mengira Tuhan akan senang dgn sikap yg berlebihan dlm membenci, sekalipun kepada seorang kafir (mengikut tafsir apapun).\nKekufuran sangat dekat dengan orang beriman yg mengabaikan akal sehat dan yang memelih",0,0,0,0,0,0,0,0,0,0,0,0,janganlah berlebihan dalam hal apapun jangan mengira tuhan akan senang dengan sikap yang berlebihan dalam membenci sekalipun kepada seorang kafir mengikuti tafsir apapun nkekufuran sangat dekat dengan orang beriman yang mengabaikan akal sehat dan yang memilih
"USER USER USER cabe2an bisa nya hanya bbm.n facrbook.n!! Masalah politik mana tau doi, tau nya berita2 sampah pencitraan",1,1,1,0,0,0,0,0,1,1,0,0,user user user cabe cabean bisa nya hanya bahan bakar minyak facebook masalah politik mana tau dia tau nya berita berita sampah pencitraan
"USER USER Wapresnya pak prabowo, agar stabil indonesia tidak saling sikut, nyinyir dsb. Pak prabowo layak menjadi wakil untuk ketahanan dan pertahanan indonesia. Selain itu juga beliau pak jokowi dan pak prabowo akan saling melindungi dari antek""",0,0,0,0,0,0,0,0,0,0,0,0,user user wapresnya pak prabowo agar stabil indonesia tidak saling sikut nyinyir dan sebagainya pak prabowo layak menjadi wakil untuk ketahanan dan pertahanan indonesia selain itu juga beliau pak jokowi dan pak prabowo akan saling melindungi dari antek
"Spoiler running man 401, haha yg menang wkwk kacrut'",0,1,0,0,0,0,0,0,0,0,0,0,spoiler running man 401 haha yang menang wkwk kacrut
USER LOL same kak same! Aku sempet pasang posternya karena disitu Kristen Stewart cantik banget hahaha',0,0,0,0,0,0,0,0,0,0,0,0,user lol sama kak sama aku sempat pasang posternya karena di situ kristen stewart cantik banget haha
"USER Haaaaaa iya benar, mau aja yah di kibulin pake aseng dan asing \xf0\x9f\x98\x81\xf0\x9f\x98\x81'",0,0,0,0,0,0,0,0,0,0,0,0,user haaaaaa iya benar mau saja ya di kibuli pakai asing dan asing xf0 x9f x98 x81 xf0 x9f x98 x81
suu kyi antek komunis?USER: Sindir Suu Kyi Duterte: Menang Nobel Perdamaian,1,0,1,0,0,1,0,0,0,1,0,0,suu kyi antek komunis user sindir suu kyi duterte menang nobel perdamaian
USER USER WKWKWKWKWKKW GEBLEK IH KZL',0,1,0,0,0,0,0,0,0,0,0,0,user user wkwkwkwkwkkw geblek ih kzl
"RT USER: Tau ga responnya apa?\n\nDia maju juga sampe muka kita deket banget, dengan beraninya natap mata aku terus dia jawab\n\n""Ke\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0,0,0,0,  user tau tidak responnya apa ndia maju juga sampai muka kita dekat banget dengan beraninya atap mata aku terus dia jawab ke xe2 x80 xa6
Besok kalau Prabowo nyapres lagi dan teriak-teriak lagi masalah pendidikan jangan dipercaya ya. Sekolah yg dibakar aja dia ga bangunin,1,0,1,0,0,0,0,0,1,1,0,0,besok kalau prabowo mencalonkan presiden lagi dan teriak teriak lagi masalah pendidikan jangan dipercaya ya sekolah yang dibakar saja dia tidak bangunkan
Presiden USER dan Generasi Muda PMII Zaman Now. Berita selengkapnya di,0,0,0,0,0,0,0,0,0,0,0,0,presiden user dan generasi muda pmii zaman now berita selengkapnya di
USER SMP da bom',0,0,0,0,0,0,0,0,0,0,0,0,user smp dan bom
KASUS SARACEN : Pengacara Sebut Asma Dewi Relawan Anies-Sandi,1,0,1,0,0,0,0,0,1,1,0,0,kasus saracen pengacara sebut asma dewi relawan anies sandi
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,0,0,0,0,0,0,0,0,0,0,0,0,user user user user user user user user user user user user user user user user user user user user
Menjadi perhatian PENTING dan GENTINg bagi Yg mulia Presiden RI pak USER dan menaker RI pak USER USER Cc USER,0,0,0,0,0,0,0,0,0,0,0,0,menjadi perhatian penting dan genting bagi yg mulia presiden ri pak user dan menteri tenaga kerja ri pak user user cc user
Agama selain Islam hidup enak disini cina hidup bergelimang harta. URL,1,0,0,1,1,1,0,0,0,0,1,0,agama selain islam hidup enak di sini cina hidup bergelimang harta url
Korupsi e ktp terjadi pada jaman SBY pak tengku URL,1,0,1,0,0,0,0,0,1,1,0,0,korupsi kartu tanda penduduk terjadi pada jaman sby pak tengku url
aku memang noob so jangan tanya kenapa aku banyak tanya \xf0\x9f\x98\x82',0,0,0,0,0,0,0,0,0,0,0,0,aku memang noob sok jangan tanya kenapa aku banyak tanya xf0 x9f x98 x82
USER Bu susy anggap kafilah berlalu aja. Yg dikerjakan bu susy sudah tepat sasaran dan ada yg baper karna ngebelai pukat troll atau mau membantu nelayan asing yg mencuri ikan sebebas mungkin. Apa ini yg dimaunya kali ya.?',0,0,0,0,0,0,0,0,0,0,0,0,user bu susi anggap kafilah berlalu saja yg dikerjakan bu susi sudah tepat sasaran dan ada yang bawa perasaan karena membelai pukat troll atau mau membantu nelayan asing yang mencuri ikan sebebas mungkin apa ini yang dimaunya kali ya
USER Pak USER Kementerian Agama harus membongkar cara-cara Islam mendungukan & membiadabkan umatnya,1,1,0,1,1,0,0,0,0,0,1,0,user pak user kementerian agama harus membongkar cara cara islam mendungukan membiadabkan umatnya
"USER Tulah, kening macam yahudi mesti ramai orang benci u'",1,0,1,0,1,0,0,0,0,1,0,0,user tulah kening macam yahudi mesti ramai orang benci
Rezim tukang klaim..disebarkan media Dan buzzer seolah olah kerja JKW.pd hal cuma tanda tangan. URL,1,0,1,0,0,0,0,0,1,1,0,0,rezim tukang klaim disebarkan media dan buzzer seolah olah kerja jkw pada hal cuma tanda tangan url
"USER Pak USER walau Anda Muslim jangan lihat posting ini sbgi kebencian, ditulis demi kemajuan bangsa",0,0,0,0,0,0,0,0,0,0,0,0,user pak user walau anda muslim jangan lihat posting ini sebagai kebencian ditulis demi kemajuan bangsa
Turunkan tirani !! Jangan mau kalah dengan tirani. Ahok sudah tumbang. Tinggal satu lagi tugas kita.,1,0,1,0,0,0,0,0,1,0,0,1,turunkan tirani jangan mau kalah dengan tirani ahok sudah tumbang tinggal satu lagi tugas kita
"Setelah pertamina di jual , akan mulai ada PHK besar2an , dan selanjutnya TKA asing dg visa turis akan mulai berdatangan URL",0,0,0,0,0,0,0,0,0,0,0,0,setelah pertamina di jual akan mulai ada phk besar besaran dan selanjutnya tka asing dengan visa turis akan mulai berdatangan url
USER Pks yg hrs sadar diri. Rakyat tdk percaya Pks krn jd antek korupsi dan kemunafikan',1,0,0,1,0,0,0,0,1,0,1,0,user pks yang harus sadar diri rakyat tidak percaya pks karena jadi antek korupsi dan kemunafikan
USER bener kan anjir :(',0,1,0,0,0,0,0,0,0,0,0,0,user benar kan anjir
"Kwon Soonyoung. Kasir yg satu ini bisa dibilang ga bisa diem. Ada aja yg di lakuin. Sekalipun itu lg ngelayanin pelanggan pun. Sasaran empuk bagi anak2 yg penasaran knp pipinya gembul bgt, tak terkecuali matanya yg sipit.'",0,0,0,0,0,0,0,0,0,0,0,0,kwon soonyoung kasir yang satu ini bisa dibilang tidak bisa diam ada saja yang di lakukan sekalipun itu lagi melayani pelanggan pun sasaran empuk bagi anak anak yang penasaran kenapa pipinya gembul banget tak terkecuali matanya yang sipit
"Luar Biasa!!! untuk mengawal pendistribusian pupuk tepat sasaran bagi para petani untuk Musim Tanam ke-2 dilaksanakan oleh BUMDes ""Bina Manfaat"" #Tlogorejo #Kepohbaru #Bojonegoro ; ; Rencanakan-Dirikan-Kembangkan; ; ""BUMDes Menopang Ekonomi Rakyat""; USER",0,0,0,0,0,0,0,0,0,0,0,0,luar biasa untuk mengawal pendistribusian pupuk tepat sasaran bagi para petani untuk musim tanam ke 2 dilaksanakan oleh bumdes bina manfaat tlogorejo kepohbaru bojonegoro rencanakan dirikan kembangkan bumdes menopang ekonomi rakyat user
Bung Karno juga dihianati PKI yang PKI itu mayoritas orang Jawa kemudian PKI di bantai lagi sama Pak Harto yang dari Jawa. \n\nSekarang malah Jokowi mewakili suara mayoritas Jawa yang pro asing.',1,0,1,0,0,1,0,0,0,1,0,0,bung karno juga dikhianati pki yang pki itu mayoritas orang jawa kemudian pki di bantai lagi sama pak harto yang dari jawa nsekarang malah jokowi mewakili suara mayoritas jawa yang pro asing
USER Diemlu bangke',1,1,1,0,0,0,0,0,1,1,0,0,user diemlu bangkai
"USER USER Ya, ada yang dari pihak fans nya Mino, sama dari pihak yang ingin menjatuhkan Mino (disbitch dan antek antek nya)\n\nI lost the receipts, but still aku yang udah baca dua dua nya memutuskan untuk diam saja:)'",0,0,0,0,0,0,0,0,0,0,0,0,user user ya ada yang dari pihak fan nya mino sama dari pihak yang ingin menjatuhkan mino perek dan antek antek nya ni lost the receipts but still aku yang sudah baca dua dua nya memutuskan untuk diam saja
